Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
PZN,Pzena Investment Management Inc Class A Common Stock,2007,599962822,47158,Finance,Investment Managers
QEP,QEP Resources Inc. Common Stock,,726377564,4341671,Energy,Oil & Gas Production
QS,QuantumScape Corporation Class A Common Stock,2020,16582031450,7035954,Miscellaneous,Industrial Machinery/Components
QS.WS,QuantumScape Corporation Warrants,,,0,,
QTS,QTS Realty Trust Inc. Class A Common Stock,2013,4178642434,807323,Consumer Services,Real Estate Investment Trusts
QUAD,Quad Graphics Inc Class A Common Stock,,248429641,461257,Miscellaneous,Publishing
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,2019,0,41533,Consumer Services,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,2018,0,15851,Consumer Services,Catalog/Specialty Distribution
R,Ryder System Inc. Common Stock,,3522731971,317373,Consumer Services,Rental/Leasing Companies
RAD,Rite Aid Corporation Common Stock,,1497684725,10764096,Health Care,Medical/Nursing Services
RAMP,LiveRamp Holdings Inc. Common Stock,2018,5219461047,324885,Technology,EDP Services
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,2020,756843750,699391,Finance,Business Services
RBAC.U,RedBall Acquisition Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant,2020,,0,,
RBAC.WS,RedBall Acquisition Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,,,0,,
RBC,Regal Beloit Corporation Common Stock,,5114193626,343524,Consumer Durables,Metal Fabrications
RC,Ready Capital Corproation Common Stock,2013,649241646,499390,Consumer Services,Real Estate Investment Trusts
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,2017,0,2046,Consumer Services,Real Estate Investment Trusts
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,2019,0,3868,Consumer Services,Real Estate Investment Trusts
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,1993,16391451236,5087489,Consumer Services,Marine Transportation
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021,2018,0,2254,Consumer Services,Real Estate Investment Trusts
RCS,PIMCO Strategic Income Fund Inc.,1994,304476480,76270,,
RDN,Radian Group Inc. Common Stock,,3846455885,1079541,Finance,Property-Casualty Insurers
RES,RPC Inc. Common Stock,,989310836,1918750,Energy,Oilfield Services/Equipment
REV,Revlon Inc. New Common Stock,1996,643196872,1711827,Consumer Non-Durables,Package Goods/Cosmetics
REVG,REV Group Inc. Common Stock,2017,684092909,218279,Capital Goods,Auto Manufacturing
REX,REX American Resources Corporation,,476723679,25819,Basic Industries,Major Chemicals
REXR,Rexford Industrial Realty Inc. Common Stock,2013,6381391744,713646,Consumer Services,Real Estate Investment Trusts
RF,Regions Financial Corporation Common Stock,,16913416604,10431774,Finance,Major Banks
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,1993,362065222,103205,,
RFL,Rafael Holdings Inc. Class B Common Stock,2018,391689623,34626,Finance,Real Estate
RGA,Reinsurance Group of America Incorporated Common Stock,,7541009886,516944,Finance,Life Insurance
RGR,Sturm Ruger & Company Inc. Common Stock,,1108715183,342332,Capital Goods,Ordnance And Accessories
RGS,Regis Corporation Common Stock,1991,345602028,1149290,Consumer Services,Other Consumer Services
RH,RH Common Stock,2012,9726382229,629187,Consumer Services,Other Specialty Stores
RHI,Robert Half International Inc. Common Stock,,7385906268,1570755,Technology,Professional Services
RHP,Ryman Hospitality Properties Inc. (REIT),,3638663294,1431871,Consumer Services,Real Estate Investment Trusts
RICE,Rice Acquisition Corp. Class A Common Stock,2020,337371828,100691,Finance,Business Services
RICE.U,Rice Acquisition Corp. Uts each consisting of one share of Class A common stock and one-half of one warrant,2020,,0,,
RICE.WS,Rice Acquisition Corp. Warrants exercisable for one share of Class A common stock at an exercise price of $11.50 per share,,,0,,
RJF,Raymond James Financial Inc. Common Stock,,13707573057,1340631,Finance,Investment Bankers/Brokers/Service
RKT,Rocket Companies Inc. Class A Common Stock,2020,42288673143,13586989,Finance,Finance: Consumer Services
RL,Ralph Lauren Corporation Common Stock,1997,7569171594,1175322,Consumer Non-Durables,Apparel
RLGY,Realogy Holdings Corp. Common Stock,2012,1787271945,1496979,Finance,Real Estate
RLH,Red Lions Hotels Corporation Common Stock,,87089955,159247,Consumer Services,Hotels/Resorts
RLI,RLI Corp. Common Stock (DE),,4454604065,203189,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,2011,2283902321,1586929,Consumer Services,Real Estate Investment Trusts
RM,Regional Management Corp. Common Stock,2012,330551374,40851,Finance,Finance: Consumer Services
RMD,ResMed Inc. Common Stock,,31291528987,500949,Health Care,Medical/Dental Instruments
RMT,Royce Micro-Cap Trust Inc. Common Stock,,462882497,177783,,
RNGR,Ranger Energy Services Inc. Class A Common Stock,2017,70046868,14721,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,2003,1064413657,78657,,
ROG,Rogers Corporation Common Stock,,2989995260,65239,Basic Industries,Major Chemicals
ROK,Rockwell Automation Inc. Common Stock,,29182246386,937999,Capital Goods,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,,17688613998,1899172,Finance,Diversified Commercial Services
ROP,Roper Technologies Inc. Common Stock,1992,44343180402,618514,Capital Goods,Industrial Machinery/Components
RPAI,Retail Properties of America Inc. Class A Common Stock,2012,2037542483,1514271,Consumer Services,Real Estate Investment Trusts
RPM,RPM International Inc. Common Stock,,11005394583,681486,Basic Industries,Paints/Coatings
RPT,RPT Realty Common Stock,,770757326,758519,Consumer Services,Real Estate Investment Trusts
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,2002,1668643336,440605,,
RRC,Range Resources Corporation Common Stock,,2394153256,6563656,Energy,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company Common Stock,,171360000,593923,Miscellaneous,Publishing
RS,Reliance Steel & Aluminum Co. Common Stock (DE),1994,7496464225,477439,Basic Industries,Metal Fabrications
RSG,Republic Services Inc. Common Stock,1998,29284424058,1163643,Public Utilities,Environmental Services
RTP,Reinvent Technology Partners Class A Ordinary Shares,2020,1051387500,794907,Finance,Business Services
RTP.U,Reinvent Technology Partners Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant,2020,,0,,
RTP.WS,Reinvent Technology Partners Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares,2021,332925000,73884,Finance,Business Services
RTPZ.U,Reinvent Technology Partners Z Unit,2020,,0,,
RTPZ.WS,Reinvent Technology Partners Z Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
RTX,Raytheon Technologies Corporation Common Stock,,1.03531E+11,8752289,Capital Goods,Aerospace
RVI,Retail Value Inc. Common Stock ,2018,320837492,131403,Finance,Real Estate
RVT,Royce Value Trust Inc. Common Stock,1986,1685915143,218751,,
RWT,Redwood Trust Inc. Common Stock,1995,1001755779,1485981,Consumer Services,Real Estate Investment Trusts
RXN,Rexnord Corporation Common Stock,2012,4637990977,714410,Technology,Industrial Machinery/Components
RYAM,Rayonier Advanced Materials Inc. Common Stock,2014,430112326,416610,Basic Industries,Paper
RYI,Ryerson Holding Corporation Common Stock,2014,484090942,162741,Basic Industries,Metal Fabrications
RYN,Rayonier Inc. REIT Common Stock,,4244352361,388627,Consumer Services,Real Estate Investment Trusts
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,,0,27037,Finance,Life Insurance
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,2016,0,14027,Finance,Life Insurance
SAF,Saratoga Investment Corp 6.25% Notes due 2023,2018,0,3031,,
SAFE,Safehold Inc. Common Stock,2017,4055212804,77581,Consumer Services,Real Estate
SAH,Sonic Automotive Inc. Common Stock,1997,1803102542,390480,Consumer Durables,Automotive Aftermarket
SAIL,SailPoint Technologies Holdings Inc. Common Stock,2017,5037459353,985308,Technology,Computer Software: Prepackaged Software
SAK,Saratoga Investment Corp 7.25% Notes due 2025,2020,0,1272,,
SAM,Boston Beer Company Inc. (The) Common Stock,,11328452461,75803,Consumer Non-Durables,Beverages (Production/Distribution)
SAR,Saratoga Investment Corp New,,239038599,68662,,
SAVE,Spirit Airlines Inc. Common Stock,,2608986458,7777360,Transportation,Air Freight/Delivery Services
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,,1689958753,4327545,Consumer Services,Other Specialty Stores
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,1992,131106353,34363,,
SBR,Sabine Royalty Trust Common Stock,,438400904,14105,Energy,Oil & Gas Production
SCA,Stellus Capital Investment Corporation 5.75% Notes due 2022,,0,880,,
SCCO,Southern Copper Corporation Common Stock,,53458016551,1060584,Basic Industries,Precious Metals
SCD,LMP Capital and Income Fund Inc. Common Stock,2004,211663794,49791,,
SCHW,Charles Schwab Corporation (The) Common Stock,,1.00982E+11,11277293,Finance,Investment Bankers/Brokers/Service
SCI,Service Corporation International Common Stock,,8728735573,982203,Consumer Services,Other Consumer Services
SCL,Stepan Company Common Stock,,2593846860,103161,Basic Industries,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,2012,205187612,91552,,
SCS,Steelcase Inc. Common Stock,1998,1525987217,450657,Consumer Durables,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A Common Stock,,955122498,159659,Finance,Investment Managers
SCX,L.S. Starrett Company (The) Common Stock,,31391046,4203,Capital Goods,Industrial Machinery/Components
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,2017,1.12512E+11,5823722,Consumer Services,Other Consumer Services
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,2020,576000000,228769,Finance,Business Services
SEAH.U,Sports Entertainment Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant,2020,,0,,
SEAH.WS,Sports Entertainment Acquisition Corp. Redeemable Warrants each whole Warrant exercisable for one share of Class A Common Stock each at an exercise price of $11.50 per share,,,0,,
SEAS,SeaWorld Entertainment Inc. Common Stock,2013,2313830943,1238988,Consumer Services,Services-Misc. Amusement & Recreation
SEE,Sealed Air Corporation Common Stock,,6741408191,938305,Basic Industries,Major Chemicals
SEM,Select Medical Holdings Corporation Common Stock,2009,3642640917,456587,Health Care,Hospital/Nursing Management
SF,Stifel Financial Corporation Common Stock,,5369597999,1319652,Finance,Investment Bankers/Brokers/Service
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,2017,0,7817,Finance,Investment Bankers/Brokers/Service
SFE,Safeguard Scientifics Inc. New Common Stock,,143744273,152742,Finance,Finance/Investors Services
SGU,Star Group L.P. Common Stock,,397665384,63929,Consumer Services,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,2015,4832716522,1482501,Consumer Services,Restaurants
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,2014,4518896780,2520722,Energy,Natural Gas Distribution
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,2004,2363365628,2699761,Consumer Services,Hotels/Resorts
SHW,Sherwin-Williams Company (The) Common Stock,,64671589497,667641,Consumer Services,RETAIL: Building Materials
SI,Silvergate Capital Corporation Class A Common Stock,2019,1597952053,811867,Finance,Major Banks
SITC,SITE Centers Corp. Common Stock,,2241349460,2096747,Consumer Services,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc. Common Stock,2016,7032283510,482496,Consumer Durables,Diversified Electronic Products
SIX,Six Flags Entertainment Corporation New Common Stock,,2999690889,3067313,Consumer Services,Services-Misc. Amusement & Recreation
SJI,South Jersey Industries Inc. Common Stock,,2228075300,2001530,Public Utilities,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,2019,0,4780,Public Utilities,Oil/Gas Transmission
SJIU,South Jersey Industries Inc. Corporate Units,,0,252466,Public Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The) New Common Stock,,13195837248,2356402,Consumer Non-Durables,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,,169189929,52970,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),,1880713176,99196,Public Utilities,Water Supply
SKT,Tanger Factory Outlet Centers Inc. Common Stock,1993,1513008457,20069196,Consumer Services,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,1999,5486270193,1001608,Consumer Non-Durables,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,,1856054656,334846,Basic Industries,Homebuilding
SLCA,U.S. Silica Holdings Inc. Common Stock,2012,634490811,759282,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SLG,SL Green Realty Corp Common Stock,1997,4756034130,2766385,Consumer Services,Real Estate Investment Trusts
SM,SM Energy Company Common Stock,,969285888,3721883,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,2018,8752950642,2152623,Technology,Computer Software: Prepackaged Software
SMG,Scotts Miracle-Gro Company (The) Common Stock,1992,12621295127,327091,Basic Industries,Agricultural Chemicals
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,2012,59305124,175915,Public Utilities,Natural Gas Distribution
SMM,Salient Midstream Common Shares of Beneficial Interest,2012,82941057,61928,,
SMP,Standard Motor Products Inc. Common Stock,,886621503,126728,Capital Goods,Auto Parts:O.E.M.
SNA,Snap-On Incorporated Common Stock,,9891445925,1145383,Capital Goods,Industrial Machinery/Components
SNAP,Snap Inc. Class A Common Stock,2017,79162671616,25513334,Technology,Computer Software: Programming Data Processing
SNDR,Schneider National Inc. Common Stock,2017,3763179267,707627,Transportation,Trucking Freight/Courier Services
SNOW,Snowflake Inc. Class A Common Stock,2020,77323103000,2428279,Technology,Computer Software: Prepackaged Software
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,2020,492056250,913590,Finance,Business Services
SNPR.U,Tortoise Acquisition Corp. II Units,2020,,0,,
SNPR.WS,Tortoise Acquisition Corp. II Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,,,0,,
SNR,New Senior Investment Group Inc. Common Stock,2014,453310199,527728,Consumer Services,Real Estate Investment Trusts
SNV,Synovus Financial Corp. Common Stock,,5582642818,1204582,Finance,Major Banks
SNX,Synnex Corporation Common Stock,2003,4324829140,396327,Technology,Retail: Computer Software & Peripheral Equipment
SO,Southern Company (The) Common Stock,,62360527267,2764362,Public Utilities,Electric Utilities: Central
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,2017,3251887785,582132,Technology,EDP Services
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,2017,415229890,187843,Energy,Metal Fabrications
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,2016,0,25329,Public Utilities,Electric Utilities: Central
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,2017,0,21040,Public Utilities,Electric Utilities: Central
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,2020,0,74757,Public Utilities,Electric Utilities: Central
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,2020,0,52526,Public Utilities,Electric Utilities: Central
SOLN,Southern Company (The) 2019 Series A Corporate Units,2019,0,140366,Public Utilities,Electric Utilities: Central
SON,Sonoco Products Company Common Stock,,5875375968,441199,Consumer Durables,Containers/Packaging
SOR,Source Capital Inc. Common Stock,,343466443,15817,,
SPB,Spectrum Brands Holdings Inc. Common Stock,,3328113778,375054,Miscellaneous,Industrial Machinery/Components
SPE,Special Opportunities Fund Inc Common Stock,,122838988,20233,,
SPG,Simon Property Group Inc. Common Stock,,31996528001,3121558,Consumer Services,Real Estate Investment Trusts
SPGI,S&P Global Inc. Common Stock,,76765640388,2722024,Finance,Finance: Consumer Services
SPH,Suburban Propane Partners L.P. Common Stock,1996,941360405,263869,Consumer Services,Other Specialty Stores
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,,338028217,29476,Capital Goods,Industrial Specialties
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,2020,553940625,577870,Finance,Business Services
SPNV.U,Supernova Partners Acquisition Company Inc. Units each consisting of one share of Class A common stock and one-third of one warrant,2020,,0,,
SPNV.WS,Supernova Partners Acquisition Company Inc. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,,,0,,
SPR,Spirit Aerosystems Holdings Inc. Common Stock,2006,3711037330,3136422,Capital Goods,Military/Government/Technical
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,2021,562781250,1719112,Finance,Business Services
SPRQ.U,Spartan Acquisition Corp. II Units,2020,,0,,
SPRQ.WS,Spartan Acquisition Corp. II Warrants exercisable for one share of Class A Common Stock,,,0,,
SPXC,SPX Corporation Common Stock,,2448749477,202086,Technology,Industrial Machinery/Components
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,,262346227,60386,,
SQ,Square Inc. Class A Common Stock,2015,99165511688,12474677,Technology,Computer Software: Prepackaged Software
SQZ,SQZ Biotechnologies Company Common Stock,2020,579613040,35265,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SR,Spire Inc. Common Stock,,3123143344,241561,Public Utilities,Oil/Gas Transmission
SRC,Spirit Realty Capital Inc. Common Stock,2013,4525472841,931638,Consumer Services,Building operators
SRE,Sempra Energy Common Stock,,35969354724,2335665,Public Utilities,Natural Gas Distribution
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,2019,0,25520,Public Utilities,Natural Gas Distribution
SRG,Seritage Growth Properties Class A Common Stock,2015,1287378602,4638237,Finance,Real Estate
SRI,Stoneridge Inc. Common Stock,1997,761008142,153167,Capital Goods,Auto Parts:O.E.M.
SRT,StarTek Inc. Common Stock,1997,344100128,76583,Technology,Professional Services
SRV,Cushing MLP & Infrastructure Total Return Fund,,49584787,25798,,
SSD,Simpson Manufacturing Company Inc. Common Stock,,4111578900,167885,Capital Goods,Industrial Machinery/Components
SSTK,Shutterstock Inc. Common Stock,2012,2437186646,283860,Technology,EDP Services
STAG,Stag Industrial Inc. Common Stock,2011,4478399622,692415,Consumer Services,Real Estate Investment Trusts
STAR          ,iStar Inc. Common Stock,,1157738829,464447,Consumer Services,Real Estate Investment Trusts
STC,Stewart Information Services Corporation Common Stock,,1279322095,173696,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,,16317687891,636378,Health Care,Industrial Specialties
STK,Columbia Seligman Premium Technology Growth Fund Inc,2009,456253923,68695,,
STL,Sterling Bancorp,,3709916424,3086724,Finance,Major Banks
STON,StoneMor Inc. Common Stock,2004,379402470,235911,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation Common Stock,2014,8416444068,2305107,Consumer Services,Real Estate Investment Trusts
STPK,Star Peak Energy Transition Corp. Class A Common Stock,2020,1354055191,5070979,Miscellaneous,Industrial Machinery/Components
STPK.U,Star Peak Energy Transition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant,2020,,0,,
STPK.WS,Star Peak Energy Transition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,,,0,,
STT,State Street Corporation Common Stock,,25296584265,2485084,Finance,Major Banks
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,2009,5471696325,1489707,Consumer Services,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,,42049107016,1398142,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,,,228,,
SUI,Sun Communities Inc. Common Stock,1993,15464311232,786409,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,2015,2441191824,767876,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,2012,3053650182,251630,Energy,Integrated oil Companies
SUP,Superior Industries International Inc. Common Stock (DE),,116187362,595673,Capital Goods,Auto Parts:O.E.M.
SWI,SolarWinds Corporation Common Stock,2018,5266486302,2110575,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,,28843398286,2631995,Capital Goods,Industrial Machinery/Components
SWM,Schweitzer-Mauduit International Inc. Common Stock,,1198744145,256208,Basic Industries,Paper
SWN,Southwestern Energy Company Common Stock,,2529078911,21763554,Energy,Oil & Gas Production
SWT,Stanley Black & Decker Inc. Corporate Unit,2019,0,200229,Capital Goods,Industrial Machinery/Components
SWX,Southwest Gas Holdings Inc. Common Stock (DE),,3428575196,380756,Public Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,,121480021,39193,,
SXC,SunCoke Energy Inc. Common Stock,2011,424600225,1243774,Basic Industries,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,,1052321080,95358,Technology,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,,3051822138,233387,Basic Industries,Major Chemicals
SYF,Synchrony Financial Common Stock,2014,20952301591,11741767,Finance,Finance: Consumer Services
SYK,Stryker Corporation Common Stock,,86431851110,2004293,Health Care,Medical/Dental Instruments
SYX,Systemax Inc. Common Stock,,1457587494,67127,Capital Goods,Industrial Machinery/Components
SYY,Sysco Corporation Common Stock,,37768943823,1960145,Consumer Non-Durables,Food Distributors
T,AT&T Inc.,,2.05229E+11,52594803,Public Utilities,Telecommunications Equipment
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,2021,0,556228,Finance,Business Services
TACA.U,Trepont Acquisition Corp I Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,2020,,0,,
TACA.WS,Trepont Acquisition Corp I Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
TBB,AT&T Inc. 5.350% Global Notes due 2066,2017,0,51960,Public Utilities,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,2018,0,28331,Public Utilities,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,,685688605,239066,Technology,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,,186734569,1740,Consumer Services,Real Estate Investment Trusts
TCP,TC PipeLines LP Common Units representing Limited Partner Interests,,2215225543,486005,Public Utilities,Natural Gas Distribution
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,,0,14945,Public Utilities,Telecommunications Equipment
TDC,Teradata Corporation Common Stock,,2919403000,2443966,Technology,Computer Software: Prepackaged Software
TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,,0,6956,Public Utilities,Telecommunications Equipment
TDF,Templeton Dragon Fund Inc. Common Stock,,838342746,69966,,
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,2006,30251652704,451551,Capital Goods,Military/Government/Technical
TDI,Telephone and Data Systems Inc. Sr Nt,,0,3616,Public Utilities,Telecommunications Equipment
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,,0,11856,Public Utilities,Telecommunications Equipment
TDOC,Teladoc Health Inc. Common Stock,2015,38101483004,3234376,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,,2201901426,1023846,Public Utilities,Telecommunications Equipment
TDW,Tidewater Inc. Common Stock,2017,407899269,169215,Consumer Services,Marine Transportation
TDW.WS.B,Tidewater Inc. Series B Warrants to purchase shares of common stock (expiring July 31 2023),,,0,,
TDY,Teledyne Technologies Incorporated Common Stock,,13597025607,396554,Capital Goods,Industrial Machinery/Components
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,1993,366707914,180356,,
TEN,Tenneco Inc. Class A Voting Common Stock,,815925885,1107375,Capital Goods,Auto Parts:O.E.M.
TEX,Terex Corporation Common Stock,,2562714000,1028481,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,,66301433150,5336312,Finance,Major Banks
TFX,Teleflex Incorporated Common Stock,,17765201773,181633,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,,498111810,160030,Capital Goods,Metal Fabrications
TGI,Triumph Group Inc. Common Stock,1996,621044147,880502,Capital Goods,Aerospace
TGNA,TEGNA Inc,,3457439322,1739561,Consumer Services,Broadcasting
TGT,Target Corporation Common Stock,,91931933225,3961455,Consumer Services,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,,5124962924,1062343,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,,4141928035,190053,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,,6729766594,2051957,Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,2014,848719377,129860,,
THR,Thermon Group Holdings Inc. Common Stock,2011,504674675,84835,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,,2392035706,1023529,Consumer Non-Durables,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,2015,500196250,113601,,
TISI,Team Inc. Common Stock,,327718337,168413,Consumer Services,Other Consumer Services
TJX,TJX Companies Inc. (The) Common Stock,,78629336371,8267358,Consumer Services,Clothing/Shoe/Accessory Stores
TKR,Timken Company (The) Common Stock,,5812222780,709538,Capital Goods,Metal Fabrications
TLYS,Tilly's Inc. Common Stock,2012,294831375,220720,Consumer Services,Clothing/Shoe/Accessory Stores
TMHC,Taylor Morrison Home Corporation Common Stock,2013,3529254433,1352473,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,,1.96772E+11,1619682,Capital Goods,Industrial Machinery/Components
TMST,TimkenSteel Corporation Common Shares,2014,225308280,550752,Basic Industries,Steel/Iron Ore
TNC,Tennant Company Common Stock,,1263566059,66095,Technology,Industrial Machinery/Components
TOL,Toll Brothers Inc. Common Stock,,6561485280,3523336,Capital Goods,Homebuilding
TPB,Turning Point Brands Inc. Common Stock,2016,905502780,173048,Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation Common Stock,,767999068,289546,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,2020,1127000000,2109406,Finance,Business Services
TPGY.U,TPG Pace Beneficial Finance Corp. Units each consisting of one Class A ordinary share and one-fifth of one Warrant,2020,,0,,
TPGY.WS,TPG Pace Beneficial Finance Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share,,,0,,
TPH,Tri Pointe Homes Inc. Common Stock,2013,2617672004,1737534,Capital Goods,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,,6476390260,39140,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,,8979614449,4569292,Consumer Non-Durables,Apparel
TPX,Tempur Sealy International Inc. Common Stock,2003,5606637745,2956556,Consumer Durables,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,2009,78202496,14583,,
TR,Tootsie Roll Industries Inc. Common Stock,,2573473608,3397328,Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co Common Stock,,420052001,92124,Finance,Real Estate
TREB,Trebia Acquisition Corp. Class A Ordinary Shares,2020,695390625,112710,Finance,Business Services
TREB.U,Trebia Acquisition Corp. Units each consisting of one Class A Ordinary Share and one-third of one Warrant,2020,,0,,
TREB.WS,Trebia Acquisition Corp. Warrants each whole warrant exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share,,,0,,
TREC,Trecora Resources Common Stock,,162056270,52955,Energy,Integrated oil Companies
TREX,Trex Company Inc. Common Stock,,10648947404,959933,Basic Industries,Forest Products
